studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL3990,SDY131,Concomitant Medications,Concomitant medication,CN01_cmd.txt,/SDY131/StudyFiles/CN01_cmd.txt
SFL3991,SDY131,Lab Test Results,Hematology,CN01_hem.txt,/SDY131/StudyFiles/CN01_hem.txt
SFL3992,SDY131,Adverse Events,Adverse Events,CN01_adv.txt,/SDY131/StudyFiles/CN01_adv.txt
SFL3993,SDY131,Lab Test Results,cn01scf,CN01_scf.txt,/SDY131/StudyFiles/CN01_scf.txt
SFL4008,SDY131,Study Data,Deviation,CN01_dev.txt,/SDY131/StudyFiles/CN01_dev.txt
SFL4169,SDY131,Study Data,CN01 Data Dictionary,CN01_Data_Dictionary.txt,/SDY131/StudyFiles/CN01_Data_Dictionary.txt
SFL4170,SDY131,Study Data,Enrollment,CN01_roll.txt,/SDY131/StudyFiles/CN01_roll.txt
SFL4176,SDY131,Study Data,Termination,CN01_tst.txt,/SDY131/StudyFiles/CN01_tst.txt
SFL11659,SDY132,Data Dictionary,Data Dictionary,SNS01 FINAL DST.xls,/SDY132/StudyFiles/SNS01 FINAL DST.xls
SFL14437,SDY132,Study Data,pathology,SNS01_centralPathologyReadingSubmit.txt,/SDY132/StudyFiles/SNS01_centralPathologyReadingSubmit.txt
SFL19732,SDY132,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2872.SDY132.txt,/SDY132/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2872.SDY132.txt
SFL3939,SDY132,Study Data,SDY132 BISC Data Curation Notes,SDY132_BISC_Data_Curation_Notes_04022013.docx,/SDY132/StudyFiles/SDY132_BISC_Data_Curation_Notes_04022013.docx
SFL3940,SDY132,Study Data,sns01rand,sns01rand.txt,/SDY132/StudyFiles/sns01rand.txt
SFL3941,SDY132,Study Medication,Immuno Medications,sns01sm3.txt,/SDY132/StudyFiles/sns01sm3.txt
SFL3942,SDY132,Lab Test Results,Hematology,sns01hm3.txt,/SDY132/StudyFiles/sns01hm3.txt
SFL3943,SDY132,Study Data,sns01tmc,sns01tmc.txt,/SDY132/StudyFiles/sns01tmc.txt
SFL3944,SDY132,Study Data,Hospitalization,sns01hos.txt,/SDY132/StudyFiles/sns01hos.txt
SFL3994,SDY132,Study Data,Medical History,sns01mh3.txt,/SDY132/StudyFiles/sns01mh3.txt
SFL4016,SDY132,Study Data,Study termination,sns01ts3.txt,/SDY132/StudyFiles/sns01ts3.txt
SFL4019,SDY132,Study Data,sns01sc3,sns01sc3.txt,/SDY132/StudyFiles/sns01sc3.txt
SFL4020,SDY132,Study Data,Enrollment_B,sns01enrb.txt,/SDY132/StudyFiles/sns01enrb.txt
SFL4023,SDY132,Study Data,Graft failure,sns01gft.txt,/SDY132/StudyFiles/sns01gft.txt
SFL4024,SDY132,Study Data,Therapy disc,sns01sd3.txt,/SDY132/StudyFiles/sns01sd3.txt
SFL4025,SDY132,Study Data,MPA Specimen,sns01mpk.txt,/SDY132/StudyFiles/sns01mpk.txt
SFL4026,SDY132,Study Data,CMV Log,sns01cml.txt,/SDY132/StudyFiles/sns01cml.txt
SFL4027,SDY132,Study Data,sns01prg2,sns01prg2.txt,/SDY132/StudyFiles/sns01prg2.txt
SFL4028,SDY132,Study Data,EBVlog,sns01ebl.txt,/SDY132/StudyFiles/sns01ebl.txt
SFL4029,SDY132,Study Data,sns01ec3,sns01ec3.txt,/SDY132/StudyFiles/sns01ec3.txt
SFL4030,SDY132,Study Data,sns01pa3.locf,sns01pa3.locf.txt,/SDY132/StudyFiles/sns01pa3.locf.txt
SFL4031,SDY132,Study Data,sns01prg,sns01prg.txt,/SDY132/StudyFiles/sns01prg.txt
SFL4032,SDY132,Study Data,Enrollment form,sns01roll.txt,/SDY132/StudyFiles/sns01roll.txt
SFL4033,SDY132,Study Data,sns01vst,sns01vst.txt,/SDY132/StudyFiles/sns01vst.txt
SFL4034,SDY132,Study Data,TPK Specimen,sns01tpk.txt,/SDY132/StudyFiles/sns01tpk.txt
SFL4035,SDY132,Adverse Events,Adverse Events,sns01adv.txt,/SDY132/StudyFiles/sns01adv.txt
SFL4036,SDY132,Study Data,Infection,sns01inf.txt,/SDY132/StudyFiles/sns01inf.txt
SFL4037,SDY132,Study Data,sns01ss3,sns01ss3.txt,/SDY132/StudyFiles/sns01ss3.txt
SFL4038,SDY132,Study Data,sns01bd3,sns01bd3.txt,/SDY132/StudyFiles/sns01bd3.txt
SFL4039,SDY132,Lab Test Results,Pathology,sns01pth.txt,/SDY132/StudyFiles/sns01pth.txt
SFL4040,SDY132,Study Data,Transfusion,sns01bld.txt,/SDY132/StudyFiles/sns01bld.txt
SFL4041,SDY132,Study Data,Minor protocol deviation,sns01pd3.txt,/SDY132/StudyFiles/sns01pd3.txt
SFL4042,SDY132,Study Data,sns01cdcw,sns01cdcw.txt,/SDY132/StudyFiles/sns01cdcw.txt
SFL4043,SDY132,Study Data,Rejection,sns01rj3.txt,/SDY132/StudyFiles/sns01rj3.txt
SFL4044,SDY132,Study Data,Demographics,sns01dem.txt,/SDY132/StudyFiles/sns01dem.txt
SFL4045,SDY132,Study Data,sns01pa3,sns01pa3.txt,/SDY132/StudyFiles/sns01pa3.txt
SFL4046,SDY132,Study Data,sns01stop,sns01stop.txt,/SDY132/StudyFiles/sns01stop.txt
SFL4047,SDY132,Study Data,sns01sprt,sns01sprt.txt,/SDY132/StudyFiles/sns01sprt.txt
SFL4048,SDY132,Study Data,sns01cdch,sns01cdch.txt,/SDY132/StudyFiles/sns01cdch.txt
SFL4049,SDY132,Study Data,Enrollment_A,sns01enra.txt,/SDY132/StudyFiles/sns01enra.txt
SFL4050,SDY132,Study Data,Baseline,sns01bs3.txt,/SDY132/StudyFiles/sns01bs3.txt
SFL4051,SDY132,Study Data,sns01tp3,sns01tp3.txt,/SDY132/StudyFiles/sns01tp3.txt
SFL4052,SDY132,Concomitant Medications,Concomitant medications,sns01cmd.txt,/SDY132/StudyFiles/sns01cmd.txt
SFL4053,SDY132,Study Data,sns01rjc,sns01rjc.txt,/SDY132/StudyFiles/sns01rjc.txt
SFL4078,SDY132,Data Dictionary,SNS01 Data Dictionary,SNS01_Data_Dictionary.txt,/SDY132/StudyFiles/SNS01_Data_Dictionary.txt
SFL19355,SDY1324,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4876.SDY1324.txt,/SDY1324/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4876.SDY1324.txt
SFL19470,SDY1325,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1325.txt,/SDY1325/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1325.txt
SFL14783,SDY1326,Study Summary Description,Curation Notes,Curation_Notes_SDY1326.txt,/SDY1326/StudyFiles/Curation_Notes_SDY1326.txt
SFL19857,SDY1326,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4009.SDY1326.txt,/SDY1326/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4009.SDY1326.txt
SFL14775,SDY1327,Study Data,Samples metadata,1. PTB_sample_metadata_MaternalBlood_main_analysis(T3)_T2.csv,/SDY1327/StudyFiles/1. PTB_sample_metadata_MaternalBlood_main_analysis(T3)_T2.csv
SFL14776,SDY1327,Study Data,matrix used for main limma analysis,2. PTB_main_analysis_GEmatrix_afterComBat.csv,/SDY1327/StudyFiles/2. PTB_main_analysis_GEmatrix_afterComBat.csv
SFL14777,SDY1327,Study Data,matrix used for T2 limma analysis,3. PTB_GSE59491_T2_GEmatrix.csv,/SDY1327/StudyFiles/3. PTB_GSE59491_T2_GEmatrix.csv
SFL14778,SDY1327,Study Data,sample metadata for maternal-cord pairs,4. PTB_sample_metadata_CordBlood.csv,/SDY1327/StudyFiles/4. PTB_sample_metadata_CordBlood.csv
SFL14779,SDY1327,Study Data,matrix used for maternal-cord pairs limma analysis,5. PTB_GSE73685_cordblood_GEmatrix.csv,/SDY1327/StudyFiles/5. PTB_GSE73685_cordblood_GEmatrix.csv
SFL14780,SDY1327,Study Data,description of the result files,README.txt,/SDY1327/StudyFiles/README.txt
SFL14781,SDY1327,Study Summary Description,Curation Notes,curation_notes_sdy1327.txt,/SDY1327/StudyFiles/curation_notes_sdy1327.txt
SFL19858,SDY1327,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4009.SDY1327.txt,/SDY1327/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4009.SDY1327.txt
SFL19471,SDY1328,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1328.txt,/SDY1328/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1328.txt
SFL11660,SDY133,Data Dictionary,Data Dictionary,SW01 DST Final Version 5 00 06Dec2006.xls,/SDY133/StudyFiles/SW01 DST Final Version 5 00 06Dec2006.xls
SFL11661,SDY133,Data Dictionary,Data Dictionary,SW01_CREATED VAR SPECS.doc,/SDY133/StudyFiles/SW01_CREATED VAR SPECS.doc
SFL19733,SDY133,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2872.SDY133.txt,/SDY133/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2872.SDY133.txt
SFL3830,SDY133,Study Data,Graft Failure,SW01_gr1.txt,/SDY133/StudyFiles/SW01_gr1.txt
SFL3831,SDY133,Study Data,Infection,SW01_in1.txt,/SDY133/StudyFiles/SW01_in1.txt
SFL3832,SDY133,Study Data,Enroll Form,SW01_roll.txt,/SDY133/StudyFiles/SW01_roll.txt
SFL3833,SDY133,Lab Test Results,Hematology,SW01_lb1.txt,/SDY133/StudyFiles/SW01_lb1.txt
SFL3834,SDY133,Study Medication,Medication Log,SW01_md1.txt,/SDY133/StudyFiles/SW01_md1.txt
SFL3835,SDY133,Concomitant Medications,Concomitant Medication,SW01_mda.txt,/SDY133/StudyFiles/SW01_mda.txt
SFL3836,SDY133,Study Data,sw01cf1,SW01_cf1.txt,/SDY133/StudyFiles/SW01_cf1.txt
SFL3934,SDY133,Adverse Events,Adverse Events,SW01_ae1.txt,/SDY133/StudyFiles/SW01_ae1.txt
SFL3935,SDY133,Assessment Results,Subjects Status,SW01_ssf.txt,/SDY133/StudyFiles/SW01_ssf.txt
SFL3936,SDY133,Study Data,Chg TX Followup,SW01_ct1.txt,/SDY133/StudyFiles/SW01_ct1.txt
SFL3977,SDY133,Study Data,SDY133 BISC Data Curation Notes,SDY133_BISC_Data_Curation_Notes_04022013.docx,/SDY133/StudyFiles/SDY133_BISC_Data_Curation_Notes_04022013.docx
SFL4054,SDY133,Study Data,Specimen Sub,SW01_ss1.txt,/SDY133/StudyFiles/SW01_ss1.txt
SFL4055,SDY133,Study Data,Treatment Assignment,SW01_trt.txt,/SDY133/StudyFiles/SW01_trt.txt
SFL4056,SDY133,Study Data,Death,SW01_dt1.txt,/SDY133/StudyFiles/SW01_dt1.txt
SFL4057,SDY133,Study Data,Hospitalization,SW01_hp1.txt,/SDY133/StudyFiles/SW01_hp1.txt
SFL4058,SDY133,Lab Test Results,Shwartz Creatinine Clearance,SW01_sc1.txt,/SDY133/StudyFiles/SW01_sc1.txt
SFL4059,SDY133,Study Data,Trans Report,SW01_tr1.txt,/SDY133/StudyFiles/SW01_tr1.txt
SFL4060,SDY133,Study Data,Baseline,SW01_bs1.txt,/SDY133/StudyFiles/SW01_bs1.txt
SFL4061,SDY133,Study Data,Pathology,SW01_pt1.txt,/SDY133/StudyFiles/SW01_pt1.txt
SFL4062,SDY133,Study Data,Deviation,SW01_dv1.txt,/SDY133/StudyFiles/SW01_dv1.txt
SFL4063,SDY133,Study Data,Termination,SW01_tm1.txt,/SDY133/StudyFiles/SW01_tm1.txt
SFL4064,SDY133,Study Data,BOTT LOG1,SW01_bt1.txt,/SDY133/StudyFiles/SW01_bt1.txt
SFL4065,SDY133,Study Data,sw01pa1,SW01_pa1.txt,/SDY133/StudyFiles/SW01_pa1.txt
SFL4066,SDY133,Study Data,Post-Transplant Lymphoproliferative Disorder rejection,SW01_ptld.rej.txt,/SDY133/StudyFiles/SW01_ptld.rej.txt
SFL4067,SDY133,Demographics,Demographics,SW01_dem.txt,/SDY133/StudyFiles/SW01_dem.txt
SFL4068,SDY133,Lab Test Results,CSA Level,SW01_csa.txt,/SDY133/StudyFiles/SW01_csa.txt
SFL4069,SDY133,Study Data,Days from Transplant Rejection to Graft Failure,SW01_rj1.txt,/SDY133/StudyFiles/SW01_rj1.txt
SFL4070,SDY133,Study Data,Enrollment,SW01_enr.txt,/SDY133/StudyFiles/SW01_enr.txt
SFL4071,SDY133,Study Data,sw01cdch,SW01_cdch.txt,/SDY133/StudyFiles/SW01_cdch.txt
SFL4072,SDY133,Study Data,Followup notify,SW01_dfn.txt,/SDY133/StudyFiles/SW01_dfn.txt
SFL4079,SDY133,Data Dictionary,SW01 Data Dictionary,SW01_Data_Dictionary.txt,/SDY133/StudyFiles/SW01_Data_Dictionary.txt
SFL15395,SDY1331,Lab Test Results,albumin,albumin.cit06.txt,/SDY1331/StudyFiles/albumin.cit06.txt
SFL15396,SDY1331,Lab Test Results,albumin_crea_gfr_components,albumin_crea_gfr_components.cit06.txt,/SDY1331/StudyFiles/albumin_crea_gfr_components.cit06.txt
SFL15397,SDY1331,Lab Test Results,alkphos,alkphos.cit06.txt,/SDY1331/StudyFiles/alkphos.cit06.txt
SFL15398,SDY1331,Lab Test Results,alt,alt.cit06.txt,/SDY1331/StudyFiles/alt.cit06.txt
SFL15399,SDY1331,Lab Test Results,ast,ast.cit06.txt,/SDY1331/StudyFiles/ast.cit06.txt
SFL15400,SDY1331,Lab Test Results,atherogenic,atherogenic.cit06.txt,/SDY1331/StudyFiles/atherogenic.cit06.txt
SFL15401,SDY1331,Lab Test Results,autoantibodies,autoantibodies.cit06.txt,/SDY1331/StudyFiles/autoantibodies.cit06.txt
SFL15402,SDY1331,Lab Test Results,beta_score,beta_score.cit06.txt,/SDY1331/StudyFiles/beta_score.cit06.txt
SFL15403,SDY1331,Lab Test Results,bilirubin,bilirubin.cit06.txt,/SDY1331/StudyFiles/bilirubin.cit06.txt
SFL15404,SDY1331,Lab Test Results,bloodsugar,bloodsugar.cit06.txt,/SDY1331/StudyFiles/bloodsugar.cit06.txt
SFL15405,SDY1331,Lab Test Results,bloodtype_hla,bloodtype_hla.cit06.txt,/SDY1331/StudyFiles/bloodtype_hla.cit06.txt
SFL15406,SDY1331,Lab Test Results,bun,bun.cit06.txt,/SDY1331/StudyFiles/bun.cit06.txt
SFL15407,SDY1331,Lab Test Results,calcium,calcium.cit06.txt,/SDY1331/StudyFiles/calcium.cit06.txt
SFL15408,SDY1331,Lab Test Results,central_hdl,central_hdl.cit06.txt,/SDY1331/StudyFiles/central_hdl.cit06.txt
SFL15409,SDY1331,Lab Test Results,central_ldl,central_ldl.cit06.txt,/SDY1331/StudyFiles/central_ldl.cit06.txt
SFL15410,SDY1331,Lab Test Results,central_total_cholesterol,central_total_cholesterol.cit06.txt,/SDY1331/StudyFiles/central_total_cholesterol.cit06.txt
SFL15411,SDY1331,Lab Test Results,central_triglycerides,central_triglycerides.cit06.txt,/SDY1331/StudyFiles/central_triglycerides.cit06.txt
SFL15412,SDY1331,Lab Test Results,cgms,cgms.cit06.txt,/SDY1331/StudyFiles/cgms.cit06.txt
SFL15413,SDY1331,Lab Test Results,chloride,chloride.cit06.txt,/SDY1331/StudyFiles/chloride.cit06.txt
SFL15414,SDY1331,Assessment Results,cimt,cimt.cit06.txt,/SDY1331/StudyFiles/cimt.cit06.txt
SFL15415,SDY1331,Data Dictionary,Data Dictionary - HbA1c,CIT Data Dictionary - HbA1c.xlsx,/SDY1331/StudyFiles/CIT Data Dictionary - HbA1c.xlsx
SFL15416,SDY1331,Assessment Results,clarke,clarke.cit06.txt,/SDY1331/StudyFiles/clarke.cit06.txt
SFL15417,SDY1331,Lab Test Results,co2,co2.cit06.txt,/SDY1331/StudyFiles/co2.cit06.txt
SFL15418,SDY1331,Lab Test Results,cpeptide_glucose_creatinine_v2,cpeptide_glucose_creatinine_v2.cit06.txt,/SDY1331/StudyFiles/cpeptide_glucose_creatinine_v2.cit06.txt
SFL15420,SDY1331,Data Dictionary,Data Dictionary - Albumin,Data Dictionary - Albumin.xlsx,/SDY1331/StudyFiles/Data Dictionary - Albumin.xlsx
SFL15421,SDY1331,Data Dictionary,Data Dictionary - AlkPhos,Data Dictionary - AlkPhos.xlsx,/SDY1331/StudyFiles/Data Dictionary - AlkPhos.xlsx
SFL15422,SDY1331,Data Dictionary,Data Dictionary - ALT,Data Dictionary - ALT.xlsx,/SDY1331/StudyFiles/Data Dictionary - ALT.xlsx
SFL15423,SDY1331,Data Dictionary,Data Dictionary - AST,Data Dictionary - AST.xlsx,/SDY1331/StudyFiles/Data Dictionary - AST.xlsx
SFL15425,SDY1331,Data Dictionary,Data Dictionary - AutoAntiBodies,Data Dictionary - AutoAntiBodies U.xlsx,/SDY1331/StudyFiles/Data Dictionary - AutoAntiBodies U.xlsx
SFL15426,SDY1331,Data Dictionary,Data Dictionary - Beta Score,Data Dictionary - Beta Score.xlsx,/SDY1331/StudyFiles/Data Dictionary - Beta Score.xlsx
SFL15427,SDY1331,Data Dictionary,Data Dictionary - Bilirubin,Data Dictionary - Bilirubin.xlsx,/SDY1331/StudyFiles/Data Dictionary - Bilirubin.xlsx
SFL15428,SDY1331,Data Dictionary,Data Dictionary - Blood sugar,Data Dictionary - Blood sugar.xlsx,/SDY1331/StudyFiles/Data Dictionary - Blood sugar.xlsx
SFL15429,SDY1331,Data Dictionary,Data Dictionary - Blood Type - HLA,Data Dictionary - Blood Type - HLA.xlsx,/SDY1331/StudyFiles/Data Dictionary - Blood Type - HLA.xlsx
SFL15430,SDY1331,Data Dictionary,Data Dictionary - BUN,Data Dictionary - BUN.xlsx,/SDY1331/StudyFiles/Data Dictionary - BUN.xlsx
SFL15431,SDY1331,Data Dictionary,Data Dictionary - Calcium,Data Dictionary - Calcium.xlsx,/SDY1331/StudyFiles/Data Dictionary - Calcium.xlsx
SFL15432,SDY1331,Data Dictionary,Data Dictionary - Central_HDL,Data Dictionary - Central_HDL.xlsx,/SDY1331/StudyFiles/Data Dictionary - Central_HDL.xlsx
SFL15433,SDY1331,Data Dictionary,Data Dictionary - Central_LDL,Data Dictionary - Central_LDL.xlsx,/SDY1331/StudyFiles/Data Dictionary - Central_LDL.xlsx
SFL15434,SDY1331,Data Dictionary,Data Dictionary - Central_Total_Cholesterol,Data Dictionary - Central_Total_Cholesterol.xlsx,/SDY1331/StudyFiles/Data Dictionary - Central_Total_Cholesterol.xlsx
SFL15435,SDY1331,Data Dictionary,Data Dictionary - Central_Triglycerides,Data Dictionary - Central_Triglycerides.xlsx,/SDY1331/StudyFiles/Data Dictionary - Central_Triglycerides.xlsx
SFL15436,SDY1331,Data Dictionary,Data Dictionary - CGMS,Data Dictionary - CGMS.xlsx,/SDY1331/StudyFiles/Data Dictionary - CGMS.xlsx
SFL15437,SDY1331,Data Dictionary,Data Dictionary - Chloride,Data Dictionary - Chloride.xlsx,/SDY1331/StudyFiles/Data Dictionary - Chloride.xlsx
SFL15439,SDY1331,Data Dictionary,Data Dictionary - Clarke Score,Data Dictionary - Clarke Score.xlsx,/SDY1331/StudyFiles/Data Dictionary - Clarke Score.xlsx
SFL15440,SDY1331,Data Dictionary,Data Dictionary - CO2,Data Dictionary - CO2.xlsx,/SDY1331/StudyFiles/Data Dictionary - CO2.xlsx
SFL15441,SDY1331,Data Dictionary,Data Dictionary - Cpeptide_Glucose_Creatinine,Data Dictionary - Cpeptide_Glucose_Creatinine.xlsx,/SDY1331/StudyFiles/Data Dictionary - Cpeptide_Glucose_Creatinine.xlsx
SFL15442,SDY1331,Data Dictionary,Data Dictionary - DDS,Data Dictionary - DDS.xlsx,/SDY1331/StudyFiles/Data Dictionary - DDS.xlsx
SFL15443,SDY1331,Data Dictionary,Data Dictionary - Demographics,Data Dictionary - Demographics.xlsx,/SDY1331/StudyFiles/Data Dictionary - Demographics.xlsx
SFL15444,SDY1331,Data Dictionary,Data Dictionary - Diastolic Blood Pressure,Data Dictionary - Diastolic Blood Pressure.xlsx,/SDY1331/StudyFiles/Data Dictionary - Diastolic Blood Pressure.xlsx
SFL15445,SDY1331,Data Dictionary,Data Dictionary - Drug Dose v2,Data Dictionary - Drug Dose v2.xlsx,/SDY1331/StudyFiles/Data Dictionary - Drug Dose v2.xlsx
SFL15446,SDY1331,Data Dictionary,Data Dictionary - EQ5D,Data Dictionary - EQ5D.xlsx,/SDY1331/StudyFiles/Data Dictionary - EQ5D.xlsx
SFL15447,SDY1331,Data Dictionary,Data Dictionary - FSIGT AIRglu,Data Dictionary - FSIGT AIRglu.xlsx,/SDY1331/StudyFiles/Data Dictionary - FSIGT AIRglu.xlsx
SFL15448,SDY1331,Data Dictionary,Data Dictionary - FSIGT Raw,Data Dictionary - FSIGT Raw.xlsx,/SDY1331/StudyFiles/Data Dictionary - FSIGT Raw.xlsx
SFL15449,SDY1331,Data Dictionary,Data Dictionary - GammaGT,Data Dictionary - GammaGT.xlsx,/SDY1331/StudyFiles/Data Dictionary - GammaGT.xlsx
SFL15450,SDY1331,Data Dictionary,Data Dictionary - General Assessment,Data Dictionary - General Assessment.xlsx,/SDY1331/StudyFiles/Data Dictionary - General Assessment.xlsx
SFL15451,SDY1331,Data Dictionary,Data Dictionary - GFR,Data Dictionary - GFR.xlsx,/SDY1331/StudyFiles/Data Dictionary - GFR.xlsx
SFL15452,SDY1331,Data Dictionary,Data Dictionary - Hematocrit,Data Dictionary - Hematocrit.xlsx,/SDY1331/StudyFiles/Data Dictionary - Hematocrit.xlsx
SFL15453,SDY1331,Data Dictionary,Data Dictionary - Hemoglobin,Data Dictionary - Hemoglobin.xlsx,/SDY1331/StudyFiles/Data Dictionary - Hemoglobin.xlsx
SFL15454,SDY1331,Data Dictionary,Data Dictionary - HFS,Data Dictionary - HFS.xlsx,/SDY1331/StudyFiles/Data Dictionary - HFS.xlsx
SFL15455,SDY1331,Data Dictionary,Data Dictionary - Hypo Recall,Data Dictionary - Hypo Recall.xlsx,/SDY1331/StudyFiles/Data Dictionary - Hypo Recall.xlsx
SFL15456,SDY1331,Data Dictionary,Data Dictionary - Hypo Score,Data Dictionary - Hypo Score.xlsx,/SDY1331/StudyFiles/Data Dictionary - Hypo Score.xlsx
SFL15457,SDY1331,Data Dictionary,Data Dictionary - IEQ Infused,Data Dictionary - IEQ Infused.xlsx,/SDY1331/StudyFiles/Data Dictionary - IEQ Infused.xlsx
SFL15458,SDY1331,Data Dictionary,Data Dictionary - Insulin,Data Dictionary - Insulin.xlsx,/SDY1331/StudyFiles/Data Dictionary - Insulin.xlsx
SFL15459,SDY1331,Data Dictionary,Data Dictionary - LI Score,Data Dictionary - LI Score.xlsx,/SDY1331/StudyFiles/Data Dictionary - LI Score.xlsx
SFL15460,SDY1331,Data Dictionary,Data Dictionary - Local Serum Creatinine,Data Dictionary - Local Serum Creatinine.xlsx,/SDY1331/StudyFiles/Data Dictionary - Local Serum Creatinine.xlsx
SFL15461,SDY1331,Data Dictionary,Data Dictionary - Local_HDL,Data Dictionary - Local_HDL.xlsx,/SDY1331/StudyFiles/Data Dictionary - Local_HDL.xlsx
SFL15462,SDY1331,Data Dictionary,Data Dictionary - Local_LDL,Data Dictionary - Local_LDL.xlsx,/SDY1331/StudyFiles/Data Dictionary - Local_LDL.xlsx
SFL15463,SDY1331,Data Dictionary,Data Dictionary - Local_Total_Cholesterol,Data Dictionary - Local_Total_Cholesterol.xlsx,/SDY1331/StudyFiles/Data Dictionary - Local_Total_Cholesterol.xlsx
SFL15464,SDY1331,Data Dictionary,Data Dictionary - Local_Triglycerides,Data Dictionary - Local_Triglycerides.xlsx,/SDY1331/StudyFiles/Data Dictionary - Local_Triglycerides.xlsx
SFL15465,SDY1331,Data Dictionary,Data Dictionary - Lymphotcytes,Data Dictionary - Lymphotcytes.xlsx,/SDY1331/StudyFiles/Data Dictionary - Lymphotcytes.xlsx
SFL15466,SDY1331,Data Dictionary,Data Dictionary - Mage Score,Data Dictionary - Mage Score.xlsx,/SDY1331/StudyFiles/Data Dictionary - Mage Score.xlsx
